book_name,name,llm_classification,total_adjectives,top_adjectives,adjectives
Harry_Potter_and_the_Sorcerer_s_Stone,hermione,1,8,"about:1, flat:1, relaxed:1, nicer:1, convinced:1","{'about': 1, 'flat': 1, 'relaxed': 1, 'nicer': 1, 'convinced': 1, 'frightened': 1, 'asleep': 1, 'ready': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,neville,2,4,"sorry:2, bent:1, double:1","{'bent': 1, 'double': 1, 'sorry': 2}"
Harry_Potter_and_the_Sorcerer_s_Stone,nick,2,1,happy:1,{'happy': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,norbert,2,1,bad:1,{'bad': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,petunia,1,3,"dear:1, awake:1, tired:1","{'dear': 1, 'awake': 1, 'tired': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,piers,2,2,"big:1, stupid:1","{'big': 1, 'stupid': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,quirrell,2,3,"scared:1, faithful:1, full:1","{'scared': 1, 'faithful': 1, 'full': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,ron,2,17,"amazed:2, asleep:2, new:1, interested:1, dumbfounded:1","{'new': 1, 'amazed': 2, 'interested': 1, 'dumbfounded': 1, 'short': 1, 'impressed': 1, 'angrier': 1, 'awkward': 1, 'good': 1, 'pleased': 1, 'full': 1, 'asleep': 2, 'worried': 1, 'ill': 1, 'purple': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,ronald weasley,2,1,relieved:1,{'relieved': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,ronan,2,1,unusual:1,{'unusual': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,ronnie,2,1,ickle:1,{'ickle': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,ronniekins,2,1,safe:1,{'safe': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,seamus,2,1,impatient:1,{'impatient': 1}
Harry_Potter_and_the_Sorcerer_s_Stone,vernon,2,2,"open:1, dead:1","{'open': 1, 'dead': 1}"
Harry_Potter_and_the_Sorcerer_s_Stone,wednesday,1,1,last:1,{'last': 1}
Picture_of_Dorian_Gray,adolphe,2,1,poor:1,{'poor': 1}
Picture_of_Dorian_Gray,adonis,2,1,young:1,{'young': 1}
Picture_of_Dorian_Gray,agatha,1,1,dear:1,{'dear': 1}
Picture_of_Dorian_Gray,apollo,2,1,young:1,{'young': 1}
Picture_of_Dorian_Gray,basil,2,26,"dear:11, poor:5, old:2, pressing:1, tired:1","{'dear': 11, 'old': 2, 'pressing': 1, 'tired': 1, 'wonderful': 1, 'best': 1, 'serious': 1, 'sure': 1, 'poor': 5, 'popular': 1, 'dull': 1}"
Picture_of_Dorian_Gray,dorian,2,30,"dear:8, real:2, true:2, mad:2, right:1","{'right': 1, 'last': 1, 'real': 2, 'dear': 8, 'worth': 1, 'touching': 1, 'sensible': 1, 'wise': 1, 'dorian': 1, 'happy': 1, 'true': 2, 'beautiful': 1, 'serious': 1, 'horrible': 1, 'bye': 1, 'useful': 1, 'mad': 2, 'good': 1, 'nocturne': 1, 'wonderful': 1}"
Picture_of_Dorian_Gray,erlynne,1,1,plain:1,{'plain': 1}
Picture_of_Dorian_Gray,faudel,2,1,bald:1,{'bald': 1}
Picture_of_Dorian_Gray,ferrol,2,1,fourth:1,{'fourth': 1}
Picture_of_Dorian_Gray,francis,2,1,pale:1,{'pale': 1}
Picture_of_Dorian_Gray,geoffrey,2,1,upset:1,{'upset': 1}
Picture_of_Dorian_Gray,gladys,1,3,dear:3,{'dear': 3}
Picture_of_Dorian_Gray,grace,1,8,"shy:2, delicate:1, tremulous:1, unheeded:1, infinite:1","{'delicate': 1, 'shy': 2, 'tremulous': 1, 'unheeded': 1, 'infinite': 1, 'such': 1, 'stately': 1}"
Picture_of_Dorian_Gray,harry,2,11,"dear:5, much:1, cynical:1, brutal:1, poor:1","{'much': 1, 'dear': 5, 'cynical': 1, 'brutal': 1, 'poor': 1, 'wrong': 1, 'same': 1}"
Picture_of_Dorian_Gray,he,2,258,"conscious:13, afraid:11, safe:11, determined:10, sure:9","{'delightful': 3, 'doesn’t': 1, 'necessary': 2, 'more': 6, 'present': 2, 'charming': 4, 'thoughtless': 2, 'sure': 9, 'earnest': 2, 'handsome': 4, 'unspotted': 2, 'conscious': 13, 'interested': 2, 'amazed': 2, 'unconscious': 2, 'afraid': 11, 'dreadful': 2, 'hideous': 2, 'angry': 2, 'rational': 2, 'opposite': 1, 'interesting': 4, 'invaluable': 2, 'brilliant': 2, 'fantastic': 2, 'late': 2, 'pleasant': 2, 'disappointed': 2, 'determined': 10, 'excited': 4, 'different': 2, 'pleased': 3, 'rich': 4, 'polite': 2, 'certain': 2, 'good': 6, 'happy': 4, 'sick': 4, 'glad': 2, 'free': 6, 'connected': 2, 'wrong': 4, 'older': 3, 'proud': 3, 'puzzled': 2, 'anxious': 2, 'pale': 6, 'young': 1, 'cruel': 6, 'selfish': 2, 'alone': 3, 'unjust': 2, 'able': 6, 'strong': 2, 'safe': 11, 'clever': 4, 'cynical': 2, 'sorry': 3, 'ready': 4, 'annoyed': 2, 'fortunate': 2, 'enamoured': 2, 'reckless': 2, 'about': 2, 'unchanged': 2, 'devoted': 4, 'calm': 4, 'cold': 1, 'nervous': 2, 'agitated': 2, 'dead': 4, 'sighted': 2, 'right': 2, 'faint': 2, 'bad': 1, 'fit': 2, 'fascinating': 2, 'asleep': 1, 'jealous': 2, 'tired': 2, 'poor': 1, 'wicked': 1, 'mad': 2}"
Picture_of_Dorian_Gray,henry,2,3,"practical:1, serious:1, wicked:1","{'practical': 1, 'serious': 1, 'wicked': 1}"
Picture_of_Dorian_Gray,herbert,2,1,young:1,{'young': 1}
Picture_of_Dorian_Gray,imogen,1,1,rosalind:1,{'rosalind': 1}
Picture_of_Dorian_Gray,james,2,1,ready:1,{'ready': 1}
Picture_of_Dorian_Gray,jim,2,2,"old:1, foolish:1","{'old': 1, 'foolish': 1}"
Picture_of_Dorian_Gray,juliet,1,1,dead:1,{'dead': 1}
Picture_of_Dorian_Gray,kelso,2,3,"last:2, mean:1","{'last': 2, 'mean': 1}"
Picture_of_Dorian_Gray,mercutio,2,1,bad:1,{'bad': 1}
Picture_of_Dorian_Gray,ophelia,1,1,other:1,{'other': 1}
Picture_of_Dorian_Gray,patti,1,1,charming:1,{'charming': 1}
Picture_of_Dorian_Gray,portia,1,1,other:1,{'other': 1}
Picture_of_Dorian_Gray,romeo,2,2,"hideous:1, old:1","{'hideous': 1, 'old': 1}"
Picture_of_Dorian_Gray,sibyl,1,5,"unconscious:1, desolate:1, dead:1, different:1, beautiful:1","{'unconscious': 1, 'desolate': 1, 'dead': 1, 'different': 1, 'beautiful': 1}"
Picture_of_Dorian_Gray,vane,2,5,"dead:2, sacred:1, ill:1, different:1","{'sacred': 1, 'ill': 1, 'dead': 2, 'different': 1}"
Picture_of_Dorian_Gray,victoria,1,1,poor:1,{'poor': 1}
Picture_of_Dorian_Gray,will,2,1,own:1,{'own': 1}
Girl_Online,amber,1,1,bright:1,{'bright': 1}
Girl_Online,angelina jolie,1,1,young:1,{'young': 1}
Girl_Online,bella,1,1,limp:1,{'limp': 1}
Girl_Online,cindy,1,1,adamant:1,{'adamant': 1}
Girl_Online,dorothy,1,1,proud:1,{'proud': 1}
Girl_Online,elliot,2,16,"stylish:1, right:1, hilarious:1, aghast:1, about:1","{'stylish': 1, 'right': 1, 'hilarious': 1, 'aghast': 1, 'about': 1, 'eyed': 1, 'disappointed': 1, 'facedown': 1, 'awake': 1, 'amazing': 1, 'upset': 1, 'better': 1, 'wrong': 1, 'jealous': 1, 'embarrassed': 1, 'welcome': 1}"
Girl_Online,eve,1,3,"super:1, -:1, fun:1","{'super': 1, '-': 1, 'fun': 1}"
Girl_Online,grandma,1,1,perfect:1,{'perfect': 1}
Girl_Online,jennifer,1,1,little:1,{'little': 1}
Girl_Online,justin bieber,2,1,good:1,{'good': 1}
Girl_Online,kira,1,1,lovely:1,{'lovely': 1}
Girl_Online,megan,1,4,"good:1, asleep:1, disappointed:1, sick:1","{'good': 1, 'asleep': 1, 'disappointed': 1, 'sick': 1}"
Girl_Online,noah,2,16,"embarrassed:2, sad:2, alarmed:1, worried:1, distracted:1","{'alarmed': 1, 'worried': 1, 'distracted': 1, 'embarrassed': 2, 'sad': 2, 'gorgeous': 1, 'busy': 1, 'lovely': 1, 'ok': 1, 'eyed': 1, 'mumble': 1, 'jealous': 1, 'famous': 1, 'concerned': 1}"
Girl_Online,ollie,2,5,"embarrassed:2, disappointed:1, good:1, round:1","{'disappointed': 1, 'embarrassed': 2, 'good': 1, 'round': 1}"
Girl_Online,penny,1,1,welcome:1,{'welcome': 1}
Girl_Online,romeo,2,1,better:1,{'better': 1}
Girl_Online,sadie lee,1,1,confused:1,{'confused': 1}
Girl_Online,sasha fierce,1,2,"own:1, personal:1","{'own': 1, 'personal': 1}"
Girl_Online,sebastian,2,1,older:1,{'older': 1}
Girl_Online,tom,2,4,"younger:1, mad:1, fine:1, right:1","{'younger': 1, 'mad': 1, 'fine': 1, 'right': 1}"
Girl_Online,tony,2,1,able:1,{'able': 1}
Northanger_Abbey,abbey,1,7,"eager:1, assured:1, safe:1, dry:1, more:1","{'eager': 1, 'assured': 1, 'safe': 1, 'dry': 1, 'more': 1, 'tired': 1, 'capable': 1}"
Northanger_Abbey,allen,2,8,"sure:2, objectionable:1, dear:1, happy:1, satisfied:1","{'sure': 2, 'objectionable': 1, 'dear': 1, 'happy': 1, 'satisfied': 1, 'rich': 1, 'amazed': 1}"
Northanger_Abbey,anne,1,2,"adieu:1, dear:1","{'adieu': 1, 'dear': 1}"
Northanger_Abbey,catherine,1,91,"dear:20, sure:5, sweet:4, beloved:3, poor:3","{'stupid': 1, 'sure': 5, 'fond': 1, 'pretty': 1, 'beloved': 3, 'poor': 3, 'close': 1, 'tired': 3, 'unacquainted': 1, 'dear': 20, 'strange': 1, 'surprised': 1, 'delighted': 3, 'wrong': 1, 'uneasy': 1, 'pleased': 2, 'older': 1, 'erect': 1, 'desirous': 1, 'sweet': 4, 'willing': 1, 'young': 1, 'adieu': 1, 'unfortunate': 1, 'able': 2, 'angry': 1, 'certain': 1, 'miserable': 1, 'sorry': 2, 'grave': 2, 'distressed': 1, 'true': 1, 'lost': 1, 'hopeful': 1, 'doubtful': 1, 'unconvinced': 1, 'satisfied': 1, 'aware': 1, 'stubborn': 1, 'ashamed': 2, 'asleep': 2, 'shocked': 1, 'impressed': 1, 'mortified': 1, 'worse': 1, 'equal': 1, 'confident': 1, 'dressed': 1, 'wretched': 1, 'safe': 1, 'ignorant': 1}"
Northanger_Abbey,eleanor,1,13,"dear:2, ready:1, unseen:1, confident:1, absent:1","{'dear': 2, 'ready': 1, 'unseen': 1, 'confident': 1, 'absent': 1, 'miserable': 1, 'surprised': 1, 'unpleasant': 1, 'glad': 1, 'distressed': 1, 'direct': 1, 'sure': 1}"
Northanger_Abbey,frederick,2,1,guilty:1,{'guilty': 1}
Northanger_Abbey,henry,2,12,"able:2, surprised:1, agreeable:1, natured:1, tall:1","{'surprised': 1, 'agreeable': 1, 'natured': 1, 'tall': 1, 'handsome': 1, 'alone': 1, 'formidable': 1, 'aware': 1, 'able': 2, 'privy': 1, 'pitiable': 1}"
Northanger_Abbey,isabella,1,32,"dear:4, sure:3, glad:2, eldest:1, handsomest:1","{'eldest': 1, 'handsomest': 1, 'sure': 3, 'satisfied': 1, 'dear': 4, 'charming': 1, 'glad': 2, 'fond': 1, 'faithful': 1, 'dull': 1, 'older': 1, 'beloved': 1, 'urgent': 1, 'insensible': 1, 'happiest': 1, 'civil': 1, 'determined': 1, 'firm': 1, 'silent': 1, 'sensible': 1, 'aware': 1, 'wrong': 1, 'impatient': 1, 'anxious': 1, 'scrupulous': 1, 'ashamed': 1}"
Northanger_Abbey,james,2,10,"poor:4, agreeable:1, happy:1, angry:1, equal:1","{'agreeable': 1, 'happy': 1, 'angry': 1, 'equal': 1, 'uncomfortable': 1, 'poor': 4, 'unhappy': 1}"
Northanger_Abbey,john,2,4,"beloved:1, same:1, dear:1, poor:1","{'beloved': 1, 'same': 1, 'dear': 1, 'poor': 1}"
Northanger_Abbey,john thorpe,2,1,disagreeable:1,{'disagreeable': 1}
Northanger_Abbey,matilda,1,1,wretched:1,{'wretched': 1}
Northanger_Abbey,nay,1,2,"perverse:1, less:1","{'perverse': 1, 'less': 1}"
Northanger_Abbey,richard,2,1,handsome:1,{'handsome': 1}
Northanger_Abbey,sarah,1,1,possible:1,{'possible': 1}
Northanger_Abbey,wednesday,1,1,sure:1,{'sure': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,brenda,1,1,busy:1,{'busy': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,cami,1,2,"easy:1, able:1","{'easy': 1, 'able': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,camille,1,9,"right:3, pretty:1, married:1, sooner:1, eager:1","{'right': 3, 'pretty': 1, 'married': 1, 'sooner': 1, 'eager': 1, 'ready': 1, 'pregnant': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,cinderella,1,1,nuts:1,{'nuts': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,eve,1,1,happy:1,{'happy': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,gregory,2,1,italian:1,{'italian': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,liam,2,56,"right:3, keen:3, glad:3, wrong:2, prepared:2","{'wrong': 2, 'handsome': 1, 'older': 1, 'aware': 1, 'prepared': 2, 'uncomfortable': 2, 'sad': 1, 'right': 3, 'keen': 3, 'sure': 1, 'about': 1, 'stiff': 1, 'upright': 1, 'chatty': 1, 'amiable': 1, 'interested': 2, 'slow': 1, 'thorough': 1, 'busy': 2, 'sided': 1, 'glad': 3, 'nervous': 2, 'worried': 1, 'genuine': 1, 'tall': 1, 'dead': 1, 'happy': 2, 'grateful': 1, 'certain': 2, 'naked': 1, 'ok': 1, 'pensive': 1, 'bruised': 1, 'obvious': 1, 'sick': 1, 'quiet': 1, 'jealous': 1, 'afraid': 1, 'able': 1, 'dejected': 1, 'silent': 1, 'free': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,matthew,2,1,jealous:1,{'jealous': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,pat,2,5,"gentle:3, friendly:1, reassuring:1","{'friendly': 1, 'gentle': 3, 'reassuring': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,patrice,2,10,"rear:2, sneered:1, superior:1, huffed:1, important:1","{'rear': 2, 'sneered': 1, 'superior': 1, 'huffed': 1, 'important': 1, 'mistaken': 1, 'least': 1, 'secure': 1, 'good': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,rapunzel,1,1,sweet:1,{'sweet': 1}
Royal_Fashion_2_All_the_Gossip_From_Paris,rollo,2,2,"busy:1, haired:1","{'busy': 1, 'haired': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,ryan,2,3,"uncomfortable:1, second:1, small:1","{'uncomfortable': 1, 'second': 1, 'small': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,sophie,1,37,"sweet:2, serious:2, silent:2, smokin:1, hot:1","{'smokin': 1, 'hot': 1, 'tired': 1, 'sweet': 2, 'proud': 1, 'fresh': 1, 'more': 1, 'quiet': 1, 'enroute': 1, 'shocked': 1, 'real': 1, 'embarrassed': 1, 'serious': 2, 'beautiful': 1, 'right': 1, 'interested': 1, 'disagreement': 1, 'closer': 1, 'uncomfortable': 1, 'natural': 1, 'cold': 1, 'poor': 1, 'ready': 1, 'steadfast': 1, 'good': 1, 'certain': 1, 'free': 1, 'easy': 1, 'less': 1, 'silent': 2, 'key': 1, 'happy': 1, 'late': 1, 'old': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,sophie royal,1,2,"stunning:1, ready:1","{'stunning': 1, 'ready': 1}"
Royal_Fashion_2_All_the_Gossip_From_Paris,yves,2,1,disrespectful:1,{'disrespectful': 1}
The_Quiet_Mother,engilbert,2,4,"better:2, innocent:1, uncooperative:1","{'innocent': 1, 'uncooperative': 1, 'better': 2}"
The_Quiet_Mother,erna,1,4,"caring:1, sure:1, unbearable:1, ill:1","{'caring': 1, 'sure': 1, 'unbearable': 1, 'ill': 1}"
The_Quiet_Mother,flosi,2,1,philosophical:1,{'philosophical': 1}
The_Quiet_Mother,grandpa,2,1,dead:1,{'dead': 1}
The_Quiet_Mother,haukur,2,2,"angry:1, surprised:1","{'angry': 1, 'surprised': 1}"
The_Quiet_Mother,he,2,202,"alive:10, sure:10, dead:9, able:9, angry:6","{'startled': 2, 'reluctant': 4, 'willing': 1, 'berserk': 2, 'shocked': 1, 'impolite': 2, 'necessary': 2, 'friendly': 2, 'unpretentious': 2, 'alive': 10, 'bald': 2, 'repulsive': 2, 'drunk': 2, 'confused': 2, 'amiss': 2, 'dead': 9, 'able': 9, 'unidentifiable': 2, 'cold': 2, 'hungry': 2, 'clever': 2, 'ok': 3, 'respectable': 2, 'good': 5, 'crazy': 3, 'ragged': 2, 'interested': 4, 'fine': 1, 'sure': 10, 'untouched': 1, 'flat': 2, 'collected': 1, 'gentle': 2, 'sympathetic': 2, 'short': 2, 'slow': 2, 'sick': 2, 'haired': 2, 'capable': 2, 'small': 2, 'old': 4, 'silent': 2, 'little': 2, 'moody': 2, 'welcome': 1, 'horrendous': 2, 'ashamed': 3, 'prepared': 2, 'asleep': 1, 'slender': 1, 'busy': 1, 'skilled': 2, 'worried': 2, 'tired': 2, 'much': 4, 'furious': 2, 'familiar': 1, 'persuadable': 2, 'unpredictable': 2, 'indifferent': 1, 'better': 4, 'rotten': 2, 'adroit': 2, 'strong': 2, 'serious': 1, 'ridiculous': 1, 'younger': 2, 'same': 2, 'unhealthy': 2, 'lovely': 2, 'wary': 2, 'orderly': 2, 'disciplined': 2, 'round': 4, 'right': 2, 'about': 2, 'lucky': 2, 'angry': 6, 'awful': 3, 'bad': 2, 'decent': 2}"
The_Quiet_Mother,hulda,1,2,"tired:1, confident:1","{'tired': 1, 'confident': 1}"
The_Quiet_Mother,kristleifur,2,2,"dear:1, anxious:1","{'dear': 1, 'anxious': 1}"
The_Quiet_Mother,marta,1,5,"little:1, well:1, silent:1, difficult:1, happy:1","{'little': 1, 'well': 1, 'silent': 1, 'difficult': 1, 'happy': 1}"
The_Quiet_Mother,ronson,2,1,lighter:1,{'lighter': 1}
The_Quiet_Mother,stella,1,2,"adamant:1, poor:1","{'adamant': 1, 'poor': 1}"
The_Quiet_Mother,sunnefa,1,3,"exhausted:1, determined:1, concerned:1","{'exhausted': 1, 'determined': 1, 'concerned': 1}"
The_Quiet_Mother,svanhildur,1,1,interested:1,{'interested': 1}
The_Quiet_Mother,tom,2,1,peeping:1,{'peeping': 1}
The_Quiet_Mother,valborg,1,14,"pregnant:2, right:1, sure:1, silent:1, determined:1","{'right': 1, 'sure': 1, 'silent': 1, 'determined': 1, 'professional': 1, 'healthy': 1, 'preoccupied': 1, 'grateful': 1, 'curious': 1, 'pregnant': 2, 'flat': 1, 'able': 1, 'dead': 1}"
Persuasion,anne,1,57,"glad:4, ashamed:3, little:2, useful:2, able:2","{'dear': 1, 'little': 2, 'earnest': 1, 'unable': 1, 'impressed': 1, 'enough': 1, 'secure': 1, 'unpersuadable': 1, 'ignorant': 1, 'glad': 4, 'present': 1, 'tired': 1, 'likely': 1, 'eloquent': 1, 'insensible': 1, 'unnecessary': 1, 'helpless': 1, 'sure': 1, 'wretched': 1, 'vehement': 1, 'useful': 2, 'privy': 1, 'delighted': 1, 'ashamed': 3, 'conscious': 1, 'able': 2, 'shewed': 1, 'possible': 1, 'thankful': 1, 'surprised': 1, 'ready': 1, 'pleased': 1, 'unhappy': 1, 'convinced': 2, 'beloved': 1, 'eager': 1, 'sincere': 1, 'anxious': 1, 'sensible': 1, 'delicate': 1, 'nearest': 1, 'impatient': 1, 'apprehensive': 1, 'sorry': 1, 'startled': 1, 'true': 1, 'last': 1, 'satisfied': 1}"
Persuasion,anne elliot,1,5,"pretty:2, young:1, eloquent:1, own:1","{'young': 1, 'eloquent': 1, 'pretty': 2, 'own': 1}"
Persuasion,archibald,2,1,old:1,{'old': 1}
Persuasion,benwick,2,6,"poor:1, attentive:1, afraid:1, dejected:1, inconsolable:1","{'poor': 1, 'attentive': 1, 'afraid': 1, 'dejected': 1, 'inconsolable': 1, 'solicitous': 1}"
Persuasion,carteret,2,3,"plain:1, awkward:1, anxious:1","{'plain': 1, 'awkward': 1, 'anxious': 1}"
Persuasion,charles,2,23,"little:9, pleased:1, determined:1, bad:1, unfeeling:1","{'little': 9, 'pleased': 1, 'determined': 1, 'bad': 1, 'unfeeling': 1, 'sure': 1, 'afraid': 1, 'positive': 1, 'invalid': 1, 'near': 1, 'delighted': 1, 'disposed': 1, 'shy': 1, 'poor': 1, 'cool': 1}"
Persuasion,charles hayter,2,6,"certain:1, eldest:1, inclined:1, aware:1, wise:1","{'certain': 1, 'eldest': 1, 'inclined': 1, 'aware': 1, 'wise': 1, 'wild': 1}"
Persuasion,charles musgrove,2,2,"civil:1, agreeable:1","{'civil': 1, 'agreeable': 1}"
Persuasion,dick,2,3,"poor:2, afraid:1","{'poor': 2, 'afraid': 1}"
Persuasion,elizabeth,1,10,"happy:3, satisfied:2, anxious:1, observant:1, handsome:1","{'anxious': 1, 'happy': 3, 'observant': 1, 'handsome': 1, 'first': 1, 'disdainful': 1, 'satisfied': 2}"
Persuasion,elliot,2,35,"dear:6, aware:2, poor:2, married:1, same:1","{'married': 1, 'same': 1, 'handsome': 1, 'clear': 1, 'jealous': 1, 'dear': 6, 'civil': 1, 'young': 1, 'nice': 1, 'observant': 1, 'better': 1, 'anxious': 1, 'aware': 2, 'poor': 2, 'worth': 1, 'acceptable': 1, 'rational': 1, 'discreet': 1, 'open': 1, 'agreeable': 1, 'impatient': 1, 'last': 1, 'unattended': 1, 'likely': 1, 'safe': 1, 'happy': 1, 'good': 1, 'next': 1}"
Persuasion,elliots,2,2,"other:1, likely:1","{'other': 1, 'likely': 1}"
Persuasion,frederick,2,1,dear:1,{'dear': 1}
Persuasion,frederick wentworth,2,1,distant:1,{'distant': 1}
Persuasion,gowland,2,1,surprised:1,{'surprised': 1}
Persuasion,harry,2,1,lingering:1,{'lingering': 1}
Persuasion,henrietta,1,8,"ashamed:2, worse:1, conscious:1, ready:1, incapable:1","{'worse': 1, 'conscious': 1, 'ashamed': 2, 'ready': 1, 'incapable': 1, 'near': 1, 'bad': 1}"
Persuasion,henry,2,1,unjust:1,{'unjust': 1}
Persuasion,james,2,1,poor:1,{'poor': 1}
Persuasion,jemima,1,1,careful:1,{'careful': 1}
Persuasion,june,1,1,last:1,{'last': 1}
Persuasion,kellynch,1,1,younger:1,{'younger': 1}
Persuasion,louisa,1,8,"dear:2, favourite:1, short:1, determined:1, sweet:1","{'favourite': 1, 'short': 1, 'determined': 1, 'dear': 2, 'sweet': 1, 'same': 1, 'able': 1}"
Persuasion,louisa musgrove,1,2,"beautiful:1, happy:1","{'beautiful': 1, 'happy': 1}"
Persuasion,mary,1,21,"satisfied:2, little:1, unwell:1, dear:1, surprised:1","{'little': 1, 'unwell': 1, 'dear': 1, 'surprised': 1, 'repulsive': 1, 'inaccessible': 1, 'tenacious': 1, 'able': 1, 'ready': 1, 'more': 1, 'delighted': 1, 'unsuspicious': 1, 'useful': 1, 'satisfied': 2, 'sure': 1, 'poor': 1, 'calmer': 1, 'hysterical': 1, 'serious': 1, 'impatient': 1}"
Persuasion,nay,1,2,"worse:1, hard:1","{'worse': 1, 'hard': 1}"
Persuasion,penelope,1,1,dear:1,{'dear': 1}
Persuasion,richard,2,5,poor:5,{'poor': 5}
Persuasion,russell,2,8,"zealous:1, fond:1, sorry:1, superior:1, pleased:1","{'zealous': 1, 'fond': 1, 'sorry': 1, 'superior': 1, 'pleased': 1, 'glad': 1, 'unimportant': 1, 'gifted': 1}"
Persuasion,shirley,1,2,"infirm:1, dear:1","{'infirm': 1, 'dear': 1}"
Persuasion,trent,2,1,old:1,{'old': 1}
Persuasion,wallis,2,1,impatient:1,{'impatient': 1}
Persuasion,walter,2,8,"able:2, independent:1, wise:1, ashamed:1, bad:1","{'independent': 1, 'wise': 1, 'ashamed': 1, 'bad': 1, 'able': 2, 'modest': 1, 'earliest': 1}"
Sands_of_the_Soul,alall,1,1,surprised:1,{'surprised': 1}
Sands_of_the_Soul,asraf,2,6,"good:1, fine:1, younger:1, willing:1, surprised:1","{'good': 1, 'fine': 1, 'younger': 1, 'willing': 1, 'surprised': 1, 'able': 1}"
Sands_of_the_Soul,cale,2,5,"pleased:1, sad:1, observant:1, right:1, certain:1","{'pleased': 1, 'sad': 1, 'observant': 1, 'right': 1, 'certain': 1}"
Sands_of_the_Soul,ciredor,2,14,"able:2, alone:1, unconscious:1, disguised:1, distressed:1","{'alone': 1, 'unconscious': 1, 'disguised': 1, 'able': 2, 'distressed': 1, 'anxious': 1, 'silent': 1, 'undaunted': 1, 'uneasy': 1, 'frightened': 1, 'tired': 1, 'thorough': 1, 'about': 1}"
Sands_of_the_Soul,ebeian,1,16,"ready:2, sure:2, dead:2, certain:1, afraid:1","{'ready': 2, 'certain': 1, 'afraid': 1, 'able': 1, 'open': 1, 'sure': 2, 'free': 1, 'helpless': 1, 'dead': 2, 'proud': 1, 'angry': 1, 'surprised': 1, 'poor': 1}"
Sands_of_the_Soul,fannah,1,26,"right:5, silent:3, blind:2, able:2, distressed:2","{'last': 1, 'safer': 1, 'blind': 2, 'capable': 1, 'able': 2, 'silent': 3, 'right': 5, 'uncomfortable': 1, 'clear': 1, 'distressed': 2, 'surprised': 1, 'unaware': 1, 'unarmed': 1, 'aware': 1, 'alert': 1, 'disgusted': 1, 'mental': 1}"
Sands_of_the_Soul,ibrandul,2,2,"free:1, able:1","{'free': 1, 'able': 1}"
Sands_of_the_Soul,jewel,1,2,"precious:1, beloved:1","{'precious': 1, 'beloved': 1}"
Sands_of_the_Soul,kalli,1,3,"taller:1, complete:1, worried:1","{'taller': 1, 'complete': 1, 'worried': 1}"
Sands_of_the_Soul,mark,2,1,easy:1,{'easy': 1}
Sands_of_the_Soul,mystra,1,1,troubled:1,{'troubled': 1}
Sands_of_the_Soul,rorsin,2,7,"sure:1, able:1, ready:1, nervous:1, flushed:1","{'sure': 1, 'able': 1, 'ready': 1, 'nervous': 1, 'flushed': 1, 'disappointed': 1, 'curious': 1}"
Sands_of_the_Soul,selgaunt,1,2,"famous:1, conscious:1","{'famous': 1, 'conscious': 1}"
Sands_of_the_Soul,shamur,2,4,"certain:2, angry:1, amazed:1","{'angry': 1, 'certain': 2, 'amazed': 1}"
Sands_of_the_Soul,shar,2,1,certain:1,{'certain': 1}
Sands_of_the_Soul,skulker,2,1,alive:1,{'alive': 1}
Sands_of_the_Soul,soargyl,2,5,"young:3, bygone:1, haired:1","{'bygone': 1, 'young': 3, 'haired': 1}"
Sands_of_the_Soul,steorf,2,42,"able:3, right:2, alert:2, silent:2, dangerous:2","{'first': 1, 'irritated': 1, 'right': 2, 'alive': 1, 'correct': 1, 'formidable': 1, 'uninjured': 1, 'shamefaced': 1, 'distressed': 1, 'uncomfortable': 1, 'speechless': 1, 'sterner': 1, 'alert': 2, 'silent': 2, 'dangerous': 2, 'unrepentant': 1, 'angry': 1, 'familiar': 1, 'pleased': 1, 'calm': 1, 'tall': 1, 'able': 3, 'free': 1, 'weaker': 1, 'exhausted': 2, 'willing': 1, 'younger': 1, 'quiet': 1, 'alone': 1, 'groggy': 1, 'unsteady': 1, 'tired': 1, 'unconscious': 1, 'closer': 1, 'surprised': 1}"
